Source,Source Name,IP,Service,Target,Timestamp
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE04,2024-11-30T00:58:40.327Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE01,2024-11-30T00:58:40.217Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE02,2024-11-30T00:58:39.818Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-11-30T00:19:42.312Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-11-29T23:04:47.387Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2024-11-29T23:04:47.277Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-11-29T23:04:46.996Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE02,2024-11-29T22:58:34.970Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE04,2024-11-29T22:58:34.962Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE01,2024-11-29T22:58:34.958Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2024-11-29T21:44:59.241Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2024-11-29T21:44:59.239Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2024-11-29T21:44:56.249Z
SERVER07,SERVER07,10.168.146.126,File Share,SERVER05,2024-11-29T20:13:37.814Z
SERVER07,SERVER07,10.168.146.126,File Share,SERVER05,2024-11-29T18:14:35.827Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2024-11-29T18:03:16.837Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2024-11-29T18:03:13.848Z
10.168.146.150,10.168.146.150,10.168.146.150,File Share,FILESHARE04,2024-11-29T18:03:13.843Z
SERVER07,SERVER07,10.168.146.126,File Share,DC01,2024-11-29T15:07:31.846Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-11-29T13:25:29.119Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-11-29T13:14:25.766Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2024-11-29T13:14:25.751Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-11-29T13:14:22.755Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE04,2024-11-29T13:08:14.380Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE01,2024-11-29T13:08:14.378Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE02,2024-11-29T13:08:11.381Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-11-29T11:15:07.271Z
SERVER03,SERVER03,10.168.146.232,Uncategorized (USER01@DOMAIN.ORG),USER01,2024-11-29T10:00:00.997Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2024-11-29T08:12:48.922Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2024-11-29T08:12:48.922Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2024-11-29T08:12:48.922Z
SERVER07,SERVER07,10.168.146.126,File Share,SERVER05,2024-11-29T07:46:24.495Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-11-29T04:30:18.706Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-11-29T03:34:01.997Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2024-11-29T03:33:58.982Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-11-29T03:33:58.982Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE04,2024-11-29T03:27:51.241Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE01,2024-11-29T03:27:51.241Z
10.168.146.40,10.168.146.40,10.168.146.40,File Share,FILESHARE02,2024-11-29T03:27:48.225Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2024-11-29T02:24:08.475Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2024-11-29T02:24:08.069Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2024-11-29T02:24:08.065Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-11-29T01:29:54.513Z
SERVER07,SERVER07,10.168.146.126,File Share,SERVER05,2024-11-28T22:44:14.296Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2024-11-28T22:12:23.495Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2024-11-28T22:12:23.495Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2024-11-28T22:12:23.479Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2024-11-28T20:12:21.271Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2024-11-28T20:12:18.286Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2024-11-28T20:12:18.255Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-11-28T18:44:06.110Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-11-28T17:43:35.655Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2024-11-28T17:43:35.249Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-11-28T17:43:35.249Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE01,2024-11-28T17:37:25.211Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE04,2024-11-28T17:37:24.914Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE02,2024-11-28T17:37:24.805Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2024-11-28T16:33:46.769Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2024-11-28T16:33:46.769Z
10.168.145.201,10.168.145.201,10.168.145.201,File Share,FILESHARE01,2024-11-28T16:33:43.758Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-11-28T15:29:52.619Z
SERVER07,SERVER07,10.168.146.126,File Share,SERVER05,2024-11-28T13:42:01.624Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-11-28T13:29:48.231Z
SERVER03,SERVER03,10.168.146.232,Uncategorized (USER01@DOMAIN.ORG),USER01,2024-11-28T10:00:00.583Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2024-11-28T08:03:11.734Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-11-28T08:03:11.719Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-11-28T08:03:11.703Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-11-28T08:02:53.609Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE01,2024-11-28T07:57:04.794Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE04,2024-11-28T07:57:04.777Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE02,2024-11-28T07:57:01.781Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2024-11-28T06:53:22.766Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2024-11-28T06:53:22.750Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2024-11-28T06:53:19.750Z
10.168.145.78,10.168.145.78,10.168.145.78,File Share,FILESHARE01,2024-11-28T03:49:27.060Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-11-28T03:45:05.124Z
SERVER07,SERVER07,10.168.146.126,File Share,SERVER05,2024-11-28T03:13:47.219Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2024-11-28T00:41:28.265Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2024-11-28T00:41:28.249Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2024-11-28T00:41:28.249Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-11-27T23:11:42.957Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-11-27T22:22:48.749Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2024-11-27T22:22:48.452Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-11-27T22:22:48.343Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE01,2024-11-27T22:16:39.324Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE02,2024-11-27T22:16:39.214Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE04,2024-11-27T22:16:38.814Z
10.168.146.150,10.168.146.150,10.168.146.150,File Share,FILESHARE01,2024-11-27T14:51:03.220Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-11-27T12:32:27.976Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-11-27T12:32:27.399Z
10.168.146.61,10.168.146.61,10.168.146.61,File Share,FILESHARE02,2024-11-27T12:32:24.092Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-11-27T12:29:30.865Z
SERVER03,SERVER03,10.168.146.232,Uncategorized (USER01@DOMAIN.ORG),USER01,2024-11-27T10:00:00.145Z
10.168.145.78,10.168.145.78,10.168.145.78,File Share,FILESHARE01,2024-11-27T08:18:44.256Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-11-27T08:14:46.854Z
SERVER07,SERVER07,10.168.146.126,File Share,SERVER05,2024-11-27T08:10:23.489Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2024-11-27T05:10:41.620Z
10.168.146.150,10.168.146.150,10.168.146.150,File Share,FILESHARE04,2024-11-27T05:10:38.604Z
10.168.146.150,10.168.146.150,10.168.146.150,File Share,FILESHARE02,2024-11-27T05:10:38.604Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-11-27T02:52:03.345Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-11-27T02:52:03.331Z
10.168.146.61,10.168.146.61,10.168.146.61,File Share,FILESHARE02,2024-11-27T02:52:00.333Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE01,2024-11-27T02:45:55.059Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE02,2024-11-27T02:45:55.053Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE04,2024-11-27T02:45:52.053Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-11-27T02:23:18.354Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2024-11-27T01:42:06.995Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2024-11-27T01:42:06.636Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2024-11-27T01:42:06.589Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-11-26T22:38:23.077Z
SERVER07,SERVER07,10.168.146.126,File Share,SERVER05,2024-11-26T21:34:12.230Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2024-11-26T19:30:14.055Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2024-11-26T19:30:14.055Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2024-11-26T19:30:14.053Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-11-26T17:29:44.851Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2024-11-26T17:01:39.485Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-11-26T17:01:39.485Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-11-26T17:01:36.478Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2024-11-26T15:34:58.595Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2024-11-26T15:34:58.486Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2024-11-26T15:34:58.392Z
COMPUTER01,COMPUTER01,10.168.145.78,Remote Desktop (RDP),SERVER01,2024-11-26T15:34:53.468Z
SERVER03,SERVER03,10.168.146.232,Uncategorized (USER01@DOMAIN.ORG),USER01,2024-11-26T10:00:00.334Z
10.168.146.150,10.168.146.150,10.168.146.150,File Share,FILESHARE04,2024-11-26T09:39:51.976Z
10.168.146.150,10.168.146.150,10.168.146.150,File Share,FILESHARE02,2024-11-26T09:39:48.965Z
10.168.146.150,10.168.146.150,10.168.146.150,File Share,FILESHARE01,2024-11-26T09:39:48.965Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-11-26T07:21:15.927Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-11-26T07:21:12.911Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2024-11-26T07:21:12.911Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE02,2024-11-26T07:15:08.356Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE01,2024-11-26T07:15:08.356Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE04,2024-11-26T07:15:05.330Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-11-26T06:58:24.191Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-11-26T02:59:56.901Z
SERVER07,SERVER07,10.168.146.126,File Share,SERVER05,2024-11-26T02:17:50.729Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2024-11-25T23:59:24.603Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2024-11-25T23:59:24.603Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2024-11-25T23:59:24.494Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE04,2024-11-25T21:24:42.427Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE02,2024-11-25T21:24:41.928Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE01,2024-11-25T21:24:41.928Z
SERVER07,SERVER07,10.168.146.126,File Share,SERVER05,2024-11-25T17:40:41.561Z
10.168.145.78,10.168.145.78,10.168.145.78,File Share,FILESHARE01,2024-11-25T17:14:45.066Z
SERVER07,SERVER07,10.168.146.126,File Share,DC05,2024-11-25T14:24:37.736Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2024-11-25T14:08:59.486Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2024-11-25T14:08:59.424Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2024-11-25T14:08:59.424Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-11-25T12:01:52.128Z
SERVER02,SERVER02,10.168.146.61,File Share,DC01,2024-11-25T12:01:51.816Z
SERVER03,SERVER03,10.168.146.232,Uncategorized (USER01@DOMAIN.ORG),USER01,2024-11-25T10:00:00.569Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-11-25T07:29:48.887Z
SERVER07,SERVER07,10.168.146.126,File Share,SERVER05,2024-11-25T07:21:22.889Z
SERVER08,SERVER08,10.168.146.120,Uncategorized (USER01@DOMAIN.ORG),USER01,2024-11-25T05:00:00.495Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2024-11-25T04:28:34.718Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2024-11-25T04:28:34.718Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2024-11-25T04:28:34.718Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-11-25T02:36:34.275Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-11-25T02:00:04.623Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-11-25T02:00:04.623Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2024-11-25T02:00:01.623Z
SERVER08,SERVER08,10.168.146.120,Uncategorized (USER01@DOMAIN.ORG),USER01,2024-11-25T02:00:00.913Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE01,2024-11-25T01:53:58.325Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE04,2024-11-25T01:53:58.293Z
10.168.146.40,10.168.146.40,10.168.146.40,File Share,FILESHARE02,2024-11-25T01:53:55.309Z
SERVER07,SERVER07,10.168.146.126,File Share,SERVER05,2024-11-24T20:55:53.553Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2024-11-24T18:38:09.626Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2024-11-24T18:38:09.626Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2024-11-24T18:38:09.626Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-11-24T16:19:40.961Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2024-11-24T16:19:37.960Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-11-24T16:19:37.945Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE04,2024-11-24T16:13:35.263Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE02,2024-11-24T16:13:32.278Z
10.168.146.40,10.168.146.40,10.168.146.40,File Share,FILESHARE01,2024-11-24T16:13:32.278Z
10.168.146.40,10.168.146.40,10.168.146.40,Uncategorized (SERVER07$@DOMAIN.ORG),SERVER07,2024-11-24T16:00:00.730Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-11-24T15:59:13.459Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-11-24T12:06:14.875Z
10.168.145.78,10.168.145.78,10.168.145.78,File Share,FILESHARE01,2024-11-24T11:59:54.566Z
SERVER07,SERVER07,10.168.146.126,File Share,SERVER05,2024-11-24T11:10:39.682Z
SERVER08,SERVER08,10.168.146.120,Uncategorized (USER01@DOMAIN.ORG),USER01,2024-11-24T10:00:00.306Z
SERVER03,SERVER03,10.168.146.232,Uncategorized (USER01@DOMAIN.ORG),USER01,2024-11-24T10:00:00.257Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2024-11-24T08:57:45.211Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2024-11-24T08:57:45.101Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2024-11-24T08:57:45.101Z
SERVER08,SERVER08,10.168.146.120,Uncategorized (USER01@DOMAIN.ORG),USER01,2024-11-24T08:15:01.038Z
SERVER03,SERVER03,10.168.146.232,Uncategorized (USER01@DOMAIN.ORG),USER01,2024-11-24T08:00:01.830Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-11-24T07:08:59.558Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2024-11-24T06:29:17.415Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-11-24T06:29:14.123Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-11-24T06:29:14.108Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE04,2024-11-24T06:23:11.835Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE01,2024-11-24T06:23:11.832Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE02,2024-11-24T06:23:08.838Z
SERVER07,SERVER07,10.168.146.126,File Share,SERVER05,2024-11-24T02:31:30.484Z
10.168.145.78,10.168.145.78,10.168.145.78,File Share,FILESHARE01,2024-11-24T02:15:53.376Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-11-24T02:14:46.463Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2024-11-23T23:07:22.971Z
10.168.146.150,10.168.146.150,10.168.146.150,File Share,FILESHARE02,2024-11-23T23:07:19.955Z
10.168.146.150,10.168.146.150,10.168.146.150,File Share,FILESHARE04,2024-11-23T23:07:19.955Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE04,2024-11-23T20:42:48.904Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE02,2024-11-23T20:42:45.913Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE01,2024-11-23T20:42:45.913Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-11-23T16:35:32.182Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-11-23T16:29:44.627Z
SERVER07,SERVER07,10.168.146.126,File Share,SERVER05,2024-11-23T16:25:19.356Z
SERVER02,SERVER02,10.168.146.61,File Share,DC04,2024-11-23T15:17:32.018Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2024-11-23T13:26:58.340Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2024-11-23T13:26:55.355Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2024-11-23T13:26:55.324Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-11-23T11:31:28.200Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-11-23T10:58:29.598Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-11-23T10:58:29.583Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2024-11-23T10:58:26.590Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE04,2024-11-23T10:52:22.722Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE02,2024-11-23T10:52:22.722Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE01,2024-11-23T10:52:22.410Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-11-23T06:45:10.654Z
10.168.145.78,10.168.145.78,10.168.145.78,File Share,FILESHARE01,2024-11-23T06:44:52.371Z
SERVER07,SERVER07,10.168.146.126,File Share,SERVER05,2024-11-23T05:53:07.703Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2024-11-23T03:36:30.361Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2024-11-23T03:36:30.361Z
10.168.146.150,10.168.146.150,10.168.146.150,File Share,FILESHARE01,2024-11-23T03:36:30.361Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-11-23T00:58:05.280Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-11-23T00:58:05.217Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2024-11-23T00:58:02.186Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-11-23T00:52:15.665Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE02,2024-11-23T00:52:01.576Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE01,2024-11-23T00:52:01.576Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE04,2024-11-23T00:51:58.549Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-11-22T22:58:00.213Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2024-11-22T22:58:00.213Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-11-22T22:57:57.197Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE01,2024-11-22T22:51:56.737Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE04,2024-11-22T22:51:56.737Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE02,2024-11-22T22:51:53.737Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-11-22T21:22:11.248Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-11-22T21:04:49.495Z
10.168.145.78,10.168.145.78,10.168.145.78,File Share,FILESHARE01,2024-11-22T20:59:52.432Z
SERVER07,SERVER07,10.168.146.126,File Share,SERVER05,2024-11-22T19:45:56.639Z
SERVER07,SERVER07,10.168.146.126,File Share,SERVER05,2024-11-22T17:56:54.491Z
SERVER02,SERVER02,10.168.146.61,File Share,DC04,2024-11-22T14:15:02.636Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-11-22T13:07:36.257Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-11-22T13:07:36.244Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2024-11-22T13:07:33.249Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE02,2024-11-22T13:01:33.152Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-11-22T12:16:00.849Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-11-22T11:14:59.102Z
SERVER03,SERVER03,10.168.146.232,Uncategorized (USER01@DOMAIN.ORG),USER01,2024-11-22T10:00:00.562Z
SERVER07,SERVER07,10.168.146.126,File Share,SERVER05,2024-11-22T08:52:44.753Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2024-11-22T08:05:43.238Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2024-11-22T08:05:43.175Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2024-11-22T08:05:43.175Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-11-22T03:27:09.916Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2024-11-22T03:27:09.916Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-11-22T03:27:09.916Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE01,2024-11-22T03:21:10.074Z
10.168.146.40,10.168.146.40,10.168.146.40,File Share,FILESHARE02,2024-11-22T03:21:07.090Z
10.168.146.40,10.168.146.40,10.168.146.40,File Share,FILESHARE04,2024-11-22T03:21:07.090Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-11-22T01:42:48.398Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-11-22T01:34:06.747Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-11-22T01:29:46.451Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2024-11-21T22:05:20.690Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2024-11-21T22:05:20.628Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2024-11-21T22:05:20.628Z
COMPUTER01,COMPUTER01,10.168.145.78,Remote Desktop (RDP),SERVER04,2024-11-21T21:37:49.990Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-11-21T17:36:49.130Z
10.168.146.61,10.168.146.61,10.168.146.61,File Share,FILESHARE01,2024-11-21T17:36:46.119Z
10.168.146.61,10.168.146.61,10.168.146.61,File Share,FILESHARE02,2024-11-21T17:36:46.119Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE04,2024-11-21T17:30:44.152Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE01,2024-11-21T17:30:43.855Z
SERVER07,SERVER07,10.168.146.126,File Share,FILESHARE02,2024-11-21T17:30:43.746Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-11-21T17:14:37.953Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-11-21T15:29:43.566Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2024-11-21T12:14:58.255Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2024-11-21T12:14:58.246Z
10.168.146.150,10.168.146.150,10.168.146.150,File Share,FILESHARE01,2024-11-21T12:14:58.245Z
SERVER07,SERVER07,10.168.146.126,File Share,SERVER05,2024-11-21T11:43:06.993Z
SERVER03,SERVER03,10.168.146.232,Uncategorized (USER01@DOMAIN.ORG),USER01,2024-11-21T10:00:00.944Z
